1,2,Harrismouth City beat Christinamouth City,117
6,3,Harrismouth City beat Christinamouth City,118
2,0,Christinamouth City beat Dawnville United,119
1,6,Christinamouth City beat Dawnville United,120
1,6,West Justin United beat Christinamouth City,121
3,3,Tied Game,122
2,4,East Stevetown Athletic beat East Regina Athletic,123
2,2,Tied Game,124
5,3,East Regina Athletic beat New Amanda FC,125
0,5,East Regina Athletic beat New Amanda FC,126
2,0,East Regina Athletic beat East Jason Athletic,127
3,4,East Regina Athletic beat East Jason Athletic,128
5,6,Walterhaven United beat East Regina Athletic,129
2,0,Walterhaven United beat East Regina Athletic,130
1,1,Tied Game,131
5,3,Santiagoborough United beat East Regina Athletic,132
3,4,Woodstad United beat East Regina Athletic,133
4,1,Woodstad United beat East Regina Athletic,134
4,5,New Bradley United beat East Regina Athletic,135
1,6,East Regina Athletic beat New Bradley United,136
5,2,East Regina Athletic beat Calebton FC,137
5,5,Tied Game,138
2,1,East Regina Athletic beat Rebeccaport FC,139
5,3,Rebeccaport FC beat East Regina Athletic,140
6,1,East Regina Athletic beat Charlesberg City,141
0,3,East Regina Athletic beat Charlesberg City,142
1,1,Tied Game,143
2,2,Tied Game,144
6,3,East Regina Athletic beat Andersonland FC,145
3,5,East Regina Athletic beat Andersonland FC,146
0,5,Marialand City beat East Regina Athletic,147
2,5,East Regina Athletic beat Marialand City,148
2,4,Elliottmouth City beat East Regina Athletic,149
3,4,East Regina Athletic beat Elliottmouth City,150
4,3,East Regina Athletic beat Port Andrewview United,151
6,0,Port Andrewview United beat East Regina Athletic,152
5,4,East Regina Athletic beat South Martin City,153
6,3,South Martin City beat East Regina Athletic,154
1,4,Ricestad Athletic beat East Regina Athletic,155
3,6,East Regina Athletic beat Ricestad Athletic,156
1,4,Mckaychester Athletic beat East Regina Athletic,157
1,2,East Regina Athletic beat Mckaychester Athletic,158
6,3,East Regina Athletic beat East Lauraport City,159
4,6,East Regina Athletic beat East Lauraport City,160
6,0,East Regina Athletic beat West Saraton Athletic,161
6,1,West Saraton Athletic beat East Regina Athletic,162
4,4,Tied Game,163
4,0,West Aaronshire FC beat East Regina Athletic,164
3,1,East Regina Athletic beat South Nancyborough City,165
1,3,East Regina Athletic beat South Nancyborough City,166
3,5,Ryanville FC beat East Regina Athletic,167
0,6,East Regina Athletic beat Ryanville FC,168
6,6,Tied Game,169
4,0,Robertside Athletic beat East Regina Athletic,170
2,0,East Regina Athletic beat North Kristen FC,171
6,4,North Kristen FC beat East Regina Athletic,172
2,4,New David FC beat East Regina Athletic,173
0,5,East Regina Athletic beat New David FC,174
1,2,Harrismouth City beat East Regina Athletic,175
2,4,East Regina Athletic beat Harrismouth City,176
6,2,East Regina Athletic beat Dawnville United,177
5,4,Dawnville United beat East Regina Athletic,178
6,6,Tied Game,179
1,3,East Regina Athletic beat West Justin United,180
1,4,New Amanda FC beat East Stevetown Athletic,181
1,6,East Stevetown Athletic beat New Amanda FC,182
5,2,East Stevetown Athletic beat East Jason Athletic,183
2,4,East Stevetown Athletic beat East Jason Athletic,184
1,6,Walterhaven United beat East Stevetown Athletic,185
3,6,East Stevetown Athletic beat Walterhaven United,186
4,6,Santiagoborough United beat East Stevetown Athletic,187
1,4,East Stevetown Athletic beat Santiagoborough United,188
5,3,East Stevetown Athletic beat Woodstad United,189
0,0,Tied Game,190
1,3,New Bradley United beat East Stevetown Athletic,191
1,5,East Stevetown Athletic beat New Bradley United,192
1,1,Tied Game,193
6,3,Calebton FC beat East Stevetown Athletic,194
2,1,East Stevetown Athletic beat Rebeccaport FC,195
2,2,Tied Game,196
6,5,East Stevetown Athletic beat Charlesberg City,197
2,3,East Stevetown Athletic beat Charlesberg City,198
3,5,North Damon Athletic beat East Stevetown Athletic,199
6,6,Tied Game,200
6,6,Tied Game,201
1,6,East Stevetown Athletic beat Andersonland FC,202
6,4,East Stevetown Athletic beat Marialand City,203
4,5,East Stevetown Athletic beat Marialand City,204
5,1,East Stevetown Athletic beat Elliottmouth City,205
3,4,East Stevetown Athletic beat Elliottmouth City,206
2,5,Port Andrewview United beat East Stevetown Athletic,207
6,6,Tied Game,208
0,5,South Martin City beat East Stevetown Athletic,209
6,1,South Martin City beat East Stevetown Athletic,210
0,0,Tied Game,211
3,6,East Stevetown Athletic beat Ricestad Athletic,212
0,6,Mckaychester Athletic beat East Stevetown Athletic,213
0,3,East Stevetown Athletic beat Mckaychester Athletic,214
3,3,Tied Game,215
0,1,East Stevetown Athletic beat East Lauraport City,216
0,5,West Saraton Athletic beat East Stevetown Athletic,217
4,5,East Stevetown Athletic beat West Saraton Athletic,218
3,5,West Aaronshire FC beat East Stevetown Athletic,219
0,5,East Stevetown Athletic beat West Aaronshire FC,220
5,3,East Stevetown Athletic beat South Nancyborough City,221
4,1,South Nancyborough City beat East Stevetown Athletic,222
1,0,East Stevetown Athletic beat Ryanville FC,223
0,5,East Stevetown Athletic beat Ryanville FC,224
1,3,Robertside Athletic beat East Stevetown Athletic,225
2,4,East Stevetown Athletic beat Robertside Athletic,226
6,6,Tied Game,227
6,0,North Kristen FC beat East Stevetown Athletic,228
2,4,New David FC beat East Stevetown Athletic,229
0,0,Tied Game,230
6,6,Tied Game,231
1,5,East Stevetown Athletic beat Harrismouth City,232
2,5,Dawnville United beat East Stevetown Athletic,233
2,4,East Stevetown Athletic beat Dawnville United,234
4,1,East Stevetown Athletic beat West Justin United,235
6,2,West Justin United beat East Stevetown Athletic,236
2,2,Tied Game,237
3,1,East Jason Athletic beat New Amanda FC,238
4,6,Walterhaven United beat New Amanda FC,239
1,4,New Amanda FC beat Walterhaven United,240
4,1,New Amanda FC beat Santiagoborough United,241
0,5,New Amanda FC beat Santiagoborough United,242
2,5,Woodstad United beat New Amanda FC,243
3,2,Woodstad United beat New Amanda FC,244
5,3,New Amanda FC beat New Bradley United,245
0,1,New Amanda FC beat New Bradley United,246
5,5,Tied Game,247
5,3,Calebton FC beat New Amanda FC,248
4,2,New Amanda FC beat Rebeccaport FC,249
4,4,Tied Game,250
2,4,Charlesberg City beat New Amanda FC,251
2,6,New Amanda FC beat Charlesberg City,252
2,4,North Damon Athletic beat New Amanda FC,253
3,0,North Damon Athletic beat New Amanda FC,254
6,5,New Amanda FC beat Andersonland FC,255
0,5,New Amanda FC beat Andersonland FC,256
5,6,Marialand City beat New Amanda FC,257
0,4,New Amanda FC beat Marialand City,258
3,2,New Amanda FC beat Elliottmouth City,259
3,3,Tied Game,260
1,6,Port Andrewview United beat New Amanda FC,261
3,4,New Amanda FC beat Port Andrewview United,262
5,5,Tied Game,263
3,0,South Martin City beat New Amanda FC,264
3,0,New Amanda FC beat Ricestad Athletic,265
1,5,New Amanda FC beat Ricestad Athletic,266
5,0,New Amanda FC beat Mckaychester Athletic,267
6,5,Mckaychester Athletic beat New Amanda FC,268
2,6,East Lauraport City beat New Amanda FC,269
0,1,New Amanda FC beat East Lauraport City,270
6,3,New Amanda FC beat West Saraton Athletic,271
1,4,New Amanda FC beat West Saraton Athletic,272
4,5,West Aaronshire FC beat New Amanda FC,273
0,6,New Amanda FC beat West Aaronshire FC,274
0,0,Tied Game,275
1,5,New Amanda FC beat South Nancyborough City,276
1,6,Ryanville FC beat New Amanda FC,277
2,0,Ryanville FC beat New Amanda FC,278
4,3,New Amanda FC beat Robertside Athletic,279
3,4,New Amanda FC beat Robertside Athletic,280
3,1,New Amanda FC beat North Kristen FC,281
6,3,North Kristen FC beat New Amanda FC,282
5,3,New Amanda FC beat New David FC,283
4,3,New David FC beat New Amanda FC,284
2,3,Harrismouth City beat New Amanda FC,285
0,4,New Amanda FC beat Harrismouth City,286
1,6,Dawnville United beat New Amanda FC,287
6,3,Dawnville United beat New Amanda FC,288
0,4,West Justin United beat New Amanda FC,289
6,4,West Justin United beat New Amanda FC,290
2,5,Walterhaven United beat East Jason Athletic,291
3,6,East Jason Athletic beat Walterhaven United,292
0,1,Santiagoborough United beat East Jason Athletic,293
2,3,East Jason Athletic beat Santiagoborough United,294
0,5,Woodstad United beat East Jason Athletic,295
5,1,Woodstad United beat East Jason Athletic,296
2,0,East Jason Athletic beat New Bradley United,297
0,4,East Jason Athletic beat New Bradley United,298
0,1,Calebton FC beat East Jason Athletic,299
1,5,East Jason Athletic beat Calebton FC,300
1,2,Rebeccaport FC beat East Jason Athletic,301
3,0,Rebeccaport FC beat East Jason Athletic,302
0,5,Charlesberg City beat East Jason Athletic,303
2,4,East Jason Athletic beat Charlesberg City,304
0,0,Tied Game,305
5,1,North Damon Athletic beat East Jason Athletic,306
6,3,East Jason Athletic beat Andersonland FC,307
0,3,East Jason Athletic beat Andersonland FC,308
1,5,Marialand City beat East Jason Athletic,309
5,0,Marialand City beat East Jason Athletic,310
6,2,East Jason Athletic beat Elliottmouth City,311
5,5,Tied Game,312
6,4,East Jason Athletic beat Port Andrewview United,313
0,2,East Jason Athletic beat Port Andrewview United,314
0,0,Tied Game,315
0,1,East Jason Athletic beat South Martin City,316
0,1,Ricestad Athletic beat East Jason Athletic,317
0,2,East Jason Athletic beat Ricestad Athletic,318
2,0,East Jason Athletic beat Mckaychester Athletic,319
2,3,East Jason Athletic beat Mckaychester Athletic,320
4,2,East Jason Athletic beat East Lauraport City,321
5,3,East Lauraport City beat East Jason Athletic,322
0,6,West Saraton Athletic beat East Jason Athletic,323
4,1,West Saraton Athletic beat East Jason Athletic,324
6,3,East Jason Athletic beat West Aaronshire FC,325
0,4,East Jason Athletic beat West Aaronshire FC,326
5,2,East Jason Athletic beat South Nancyborough City,327
6,4,South Nancyborough City beat East Jason Athletic,328
6,6,Tied Game,329
4,0,Ryanville FC beat East Jason Athletic,330
6,5,East Jason Athletic beat Robertside Athletic,331
2,2,Tied Game,332
0,6,North Kristen FC beat East Jason Athletic,333
1,0,North Kristen FC beat East Jason Athletic,334
3,6,New David FC beat East Jason Athletic,335
5,3,New David FC beat East Jason Athletic,336
1,6,Harrismouth City beat East Jason Athletic,337
1,1,Tied Game,338
5,5,Tied Game,339
6,2,Dawnville United beat East Jason Athletic,340
5,6,West Justin United beat East Jason Athletic,341
3,3,Tied Game,342
2,4,Santiagoborough United beat Walterhaven United,343
6,1,Santiagoborough United beat Walterhaven United,344
5,0,Walterhaven United beat Woodstad United,345
5,6,Walterhaven United beat Woodstad United,346
5,6,New Bradley United beat Walterhaven United,347
2,0,New Bradley United beat Walterhaven United,348
6,2,Walterhaven United beat Calebton FC,349
5,5,Tied Game,350
3,2,Walterhaven United beat Rebeccaport FC,351
3,6,Walterhaven United beat Rebeccaport FC,352
1,2,Charlesberg City beat Walterhaven United,353
3,5,Walterhaven United beat Charlesberg City,354
6,4,Walterhaven United beat North Damon Athletic,355
3,3,Tied Game,356
5,5,Tied Game,357
1,2,Walterhaven United beat Andersonland FC,358
1,4,Marialand City beat Walterhaven United,359
4,4,Tied Game,360
5,5,Tied Game,361
5,1,Elliottmouth City beat Walterhaven United,362
3,5,Port Andrewview United beat Walterhaven United,363
6,1,Port Andrewview United beat Walterhaven United,364
5,6,South Martin City beat Walterhaven United,365
5,4,South Martin City beat Walterhaven United,366
0,2,Ricestad Athletic beat Walterhaven United,367
3,4,Walterhaven United beat Ricestad Athletic,368
6,2,Walterhaven United beat Mckaychester Athletic,369
5,5,Tied Game,370
4,4,Tied Game,371
0,0,Tied Game,372
3,3,Tied Game,373
3,4,Walterhaven United beat West Saraton Athletic,374
4,0,Walterhaven United beat West Aaronshire FC,375
0,6,Walterhaven United beat West Aaronshire FC,376
0,0,Tied Game,377
2,5,Walterhaven United beat South Nancyborough City,378
3,2,Walterhaven United beat Ryanville FC,379
1,4,Walterhaven United beat Ryanville FC,380
4,2,Walterhaven United beat Robertside Athletic,381
1,0,Robertside Athletic beat Walterhaven United,382
6,4,Walterhaven United beat North Kristen FC,383
5,1,North Kristen FC beat Walterhaven United,384
3,6,New David FC beat Walterhaven United,385
1,6,Walterhaven United beat New David FC,386
3,6,Harrismouth City beat Walterhaven United,387
1,0,Harrismouth City beat Walterhaven United,388
0,1,Dawnville United beat Walterhaven United,389
3,1,Dawnville United beat Walterhaven United,390
6,4,Walterhaven United beat West Justin United,391
6,0,West Justin United beat Walterhaven United,392
5,2,Santiagoborough United beat Woodstad United,393
0,6,Santiagoborough United beat Woodstad United,394
0,3,New Bradley United beat Santiagoborough United,395
3,1,New Bradley United beat Santiagoborough United,396
4,6,Calebton FC beat Santiagoborough United,397
2,4,Santiagoborough United beat Calebton FC,398
2,0,Santiagoborough United beat Rebeccaport FC,399
6,4,Rebeccaport FC beat Santiagoborough United,400
2,3,Charlesberg City beat Santiagoborough United,401
5,6,Santiagoborough United beat Charlesberg City,402
4,5,North Damon Athletic beat Santiagoborough United,403
5,3,North Damon Athletic beat Santiagoborough United,404
1,3,Andersonland FC beat Santiagoborough United,405
0,4,Santiagoborough United beat Andersonland FC,406
1,1,Tied Game,407
1,3,Santiagoborough United beat Marialand City,408
4,3,Santiagoborough United beat Elliottmouth City,409
4,4,Tied Game,410
4,1,Santiagoborough United beat Port Andrewview United,411
6,0,Port Andrewview United beat Santiagoborough United,412
5,4,Santiagoborough United beat South Martin City,413
2,1,South Martin City beat Santiagoborough United,414
1,0,Santiagoborough United beat Ricestad Athletic,415
3,5,Santiagoborough United beat Ricestad Athletic,416
1,6,Mckaychester Athletic beat Santiagoborough United,417
2,3,Santiagoborough United beat Mckaychester Athletic,418
6,6,Tied Game,419
5,1,East Lauraport City beat Santiagoborough United,420
1,1,Tied Game,421
0,0,Tied Game,422
2,4,West Aaronshire FC beat Santiagoborough United,423
3,1,West Aaronshire FC beat Santiagoborough United,424
3,1,Santiagoborough United beat South Nancyborough City,425
6,3,South Nancyborough City beat Santiagoborough United,426
3,2,Santiagoborough United beat Ryanville FC,427
6,1,Ryanville FC beat Santiagoborough United,428
2,6,Robertside Athletic beat Santiagoborough United,429
0,0,Tied Game,430
2,3,North Kristen FC beat Santiagoborough United,431
1,6,Santiagoborough United beat North Kristen FC,432
3,6,New David FC beat Santiagoborough United,433
6,6,Tied Game,434
5,5,Tied Game,435
1,0,Harrismouth City beat Santiagoborough United,436
2,0,Santiagoborough United beat Dawnville United,437
4,1,Dawnville United beat Santiagoborough United,438
6,2,Santiagoborough United beat West Justin United,439
1,6,Santiagoborough United beat West Justin United,440
3,4,New Bradley United beat Woodstad United,441
1,2,Woodstad United beat New Bradley United,442
0,2,Calebton FC beat Woodstad United,443
5,3,Calebton FC beat Woodstad United,444
2,3,Rebeccaport FC beat Woodstad United,445
1,1,Tied Game,446
5,1,Woodstad United beat Charlesberg City,447
5,3,Charlesberg City beat Woodstad United,448
6,1,Woodstad United beat North Damon Athletic,449
1,2,Woodstad United beat North Damon Athletic,450
5,5,Tied Game,451
6,3,Andersonland FC beat Woodstad United,452
1,2,Marialand City beat Woodstad United,453
1,5,Woodstad United beat Marialand City,454
6,5,Woodstad United beat Elliottmouth City,455
6,3,Elliottmouth City beat Woodstad United,456
2,5,Port Andrewview United beat Woodstad United,457
0,4,Woodstad United beat Port Andrewview United,458
0,0,Tied Game,459
3,4,Woodstad United beat South Martin City,460
3,6,Ricestad Athletic beat Woodstad United,461
2,4,Woodstad United beat Ricestad Athletic,462
3,3,Tied Game,463
0,4,Woodstad United beat Mckaychester Athletic,464
2,6,East Lauraport City beat Woodstad United,465
4,0,East Lauraport City beat Woodstad United,466
6,3,Woodstad United beat West Saraton Athletic,467
1,2,Woodstad United beat West Saraton Athletic,468
1,3,West Aaronshire FC beat Woodstad United,469
4,5,Woodstad United beat West Aaronshire FC,470
4,4,Tied Game,471
1,3,Woodstad United beat South Nancyborough City,472
4,1,Woodstad United beat Ryanville FC,473
1,5,Woodstad United beat Ryanville FC,474
4,1,Woodstad United beat Robertside Athletic,475
0,1,Woodstad United beat Robertside Athletic,476
5,6,North Kristen FC beat Woodstad United,477
0,6,Woodstad United beat North Kristen FC,478
1,0,Woodstad United beat New David FC,479
0,2,Woodstad United beat New David FC,480
2,0,Woodstad United beat Harrismouth City,481
4,3,Harrismouth City beat Woodstad United,482
5,0,Woodstad United beat Dawnville United,483
5,3,Dawnville United beat Woodstad United,484
5,4,Woodstad United beat West Justin United,485
0,4,Woodstad United beat West Justin United,486
1,0,New Bradley United beat Calebton FC,487
5,4,Calebton FC beat New Bradley United,488
4,0,New Bradley United beat Rebeccaport FC,489
5,4,Rebeccaport FC beat New Bradley United,490
0,2,Charlesberg City beat New Bradley United,491
4,1,Charlesberg City beat New Bradley United,492
3,6,North Damon Athletic beat New Bradley United,493
4,6,New Bradley United beat North Damon Athletic,494
5,0,New Bradley United beat Andersonland FC,495
3,2,Andersonland FC beat New Bradley United,496
0,0,Tied Game,497
2,0,Marialand City beat New Bradley United,498
3,0,New Bradley United beat Elliottmouth City,499
4,3,Elliottmouth City beat New Bradley United,500
3,3,Tied Game,501
0,6,New Bradley United beat Port Andrewview United,502
1,5,South Martin City beat New Bradley United,503
2,6,New Bradley United beat South Martin City,504
2,0,New Bradley United beat Ricestad Athletic,505
1,4,New Bradley United beat Ricestad Athletic,506
2,3,Mckaychester Athletic beat New Bradley United,507
5,1,Mckaychester Athletic beat New Bradley United,508
4,0,New Bradley United beat East Lauraport City,509
4,1,East Lauraport City beat New Bradley United,510
1,6,West Saraton Athletic beat New Bradley United,511
6,2,West Saraton Athletic beat New Bradley United,512
5,1,New Bradley United beat West Aaronshire FC,513
2,4,New Bradley United beat West Aaronshire FC,514
3,5,South Nancyborough City beat New Bradley United,515
0,2,New Bradley United beat South Nancyborough City,516
0,4,Ryanville FC beat New Bradley United,517
2,4,New Bradley United beat Ryanville FC,518
4,4,Tied Game,519
6,0,Robertside Athletic beat New Bradley United,520
1,0,New Bradley United beat North Kristen FC,521
4,4,Tied Game,522
0,3,New David FC beat New Bradley United,523
1,1,Tied Game,524
2,6,Harrismouth City beat New Bradley United,525
1,2,New Bradley United beat Harrismouth City,526
0,2,Dawnville United beat New Bradley United,527
1,4,New Bradley United beat Dawnville United,528
4,0,New Bradley United beat West Justin United,529
4,2,West Justin United beat New Bradley United,530
6,3,Calebton FC beat Rebeccaport FC,531
6,6,Tied Game,532
4,1,Calebton FC beat Charlesberg City,533
4,5,Calebton FC beat Charlesberg City,534
5,4,Calebton FC beat North Damon Athletic,535
4,2,North Damon Athletic beat Calebton FC,536
1,2,Andersonland FC beat Calebton FC,537
6,4,Andersonland FC beat Calebton FC,538
5,2,Calebton FC beat Marialand City,539
0,4,Calebton FC beat Marialand City,540
5,6,Elliottmouth City beat Calebton FC,541
6,4,Elliottmouth City beat Calebton FC,542
6,5,Calebton FC beat Port Andrewview United,543
5,6,Calebton FC beat Port Andrewview United,544
5,3,Calebton FC beat South Martin City,545
2,6,Calebton FC beat South Martin City,546
2,5,Ricestad Athletic beat Calebton FC,547
4,1,Ricestad Athletic beat Calebton FC,548
0,0,Tied Game,549
0,2,Calebton FC beat Mckaychester Athletic,550
6,2,Calebton FC beat East Lauraport City,551
6,5,East Lauraport City beat Calebton FC,552
3,6,West Saraton Athletic beat Calebton FC,553
4,6,Calebton FC beat West Saraton Athletic,554
2,5,West Aaronshire FC beat Calebton FC,555
6,2,West Aaronshire FC beat Calebton FC,556
6,4,Calebton FC beat South Nancyborough City,557
3,5,Calebton FC beat South Nancyborough City,558
0,0,Tied Game,559
3,4,Calebton FC beat Ryanville FC,560
6,6,Tied Game,561
1,5,Calebton FC beat Robertside Athletic,562
6,3,Calebton FC beat North Kristen FC,563
1,4,Calebton FC beat North Kristen FC,564
2,3,New David FC beat Calebton FC,565
0,6,Calebton FC beat New David FC,566
6,4,Calebton FC beat Harrismouth City,567
3,2,Harrismouth City beat Calebton FC,568
6,2,Calebton FC beat Dawnville United,569
4,5,Calebton FC beat Dawnville United,570
2,5,West Justin United beat Calebton FC,571
0,3,Calebton FC beat West Justin United,572
0,2,Charlesberg City beat Rebeccaport FC,573
6,0,Charlesberg City beat Rebeccaport FC,574
3,5,North Damon Athletic beat Rebeccaport FC,575
0,0,Tied Game,576
0,6,Andersonland FC beat Rebeccaport FC,577
6,2,Andersonland FC beat Rebeccaport FC,578
2,4,Marialand City beat Rebeccaport FC,579
6,2,Marialand City beat Rebeccaport FC,580
4,5,Elliottmouth City beat Rebeccaport FC,581
4,5,Rebeccaport FC beat Elliottmouth City,582
0,6,Port Andrewview United beat Rebeccaport FC,583
2,2,Tied Game,584
1,4,South Martin City beat Rebeccaport FC,585
5,1,South Martin City beat Rebeccaport FC,586
3,4,Ricestad Athletic beat Rebeccaport FC,587
2,1,Ricestad Athletic beat Rebeccaport FC,588
0,2,Mckaychester Athletic beat Rebeccaport FC,589
5,6,Rebeccaport FC beat Mckaychester Athletic,590
4,0,Rebeccaport FC beat East Lauraport City,591
1,5,Rebeccaport FC beat East Lauraport City,592
1,4,West Saraton Athletic beat Rebeccaport FC,593
4,2,West Saraton Athletic beat Rebeccaport FC,594
2,3,West Aaronshire FC beat Rebeccaport FC,595
6,2,West Aaronshire FC beat Rebeccaport FC,596
1,0,Rebeccaport FC beat South Nancyborough City,597
3,3,Tied Game,598
6,6,Tied Game,599
5,3,Ryanville FC beat Rebeccaport FC,600
2,6,Robertside Athletic beat Rebeccaport FC,601
2,2,Tied Game,602
2,5,North Kristen FC beat Rebeccaport FC,603
1,1,Tied Game,604
5,0,Rebeccaport FC beat New David FC,605
5,5,Tied Game,606
2,6,Harrismouth City beat Rebeccaport FC,607
2,4,Rebeccaport FC beat Harrismouth City,608
3,0,Rebeccaport FC beat Dawnville United,609
4,1,Dawnville United beat Rebeccaport FC,610
5,4,Rebeccaport FC beat West Justin United,611
6,3,West Justin United beat Rebeccaport FC,612
6,3,Charlesberg City beat North Damon Athletic,613
6,4,North Damon Athletic beat Charlesberg City,614
3,5,Andersonland FC beat Charlesberg City,615
1,4,Charlesberg City beat Andersonland FC,616
2,1,Charlesberg City beat Marialand City,617
4,3,Marialand City beat Charlesberg City,618
6,0,Charlesberg City beat Elliottmouth City,619
1,4,Charlesberg City beat Elliottmouth City,620
4,0,Charlesberg City beat Port Andrewview United,621
2,6,Charlesberg City beat Port Andrewview United,622
6,1,Charlesberg City beat South Martin City,623
4,6,Charlesberg City beat South Martin City,624
3,1,Charlesberg City beat Ricestad Athletic,625
6,0,Ricestad Athletic beat Charlesberg City,626
1,3,Mckaychester Athletic beat Charlesberg City,627
5,4,Mckaychester Athletic beat Charlesberg City,628
0,5,East Lauraport City beat Charlesberg City,629
1,5,Charlesberg City beat East Lauraport City,630
6,6,Tied Game,631
0,6,Charlesberg City beat West Saraton Athletic,632
4,5,West Aaronshire FC beat Charlesberg City,633
1,3,Charlesberg City beat West Aaronshire FC,634
0,4,South Nancyborough City beat Charlesberg City,635
4,4,Tied Game,636
