134,44,9,3,2023-07-09 05:04:09
135,75,3,10,2023-07-24 23:08:23
136,43,10,3,2023-10-27 12:20:09
137,54,3,11,2023-01-07 23:03:03
138,12,11,3,2023-12-22 13:39:49
139,71,3,12,2023-10-21 03:35:12
140,32,12,3,2023-03-25 22:17:41
141,4,3,13,2023-06-13 21:55:19
142,54,13,3,2023-06-01 18:39:06
143,6,3,14,2023-12-12 16:36:59
144,56,14,3,2023-07-14 00:05:14
145,10,3,15,2023-03-25 19:32:14
146,32,15,3,2023-06-05 13:27:25
147,93,3,16,2023-01-16 13:07:58
148,53,16,3,2023-07-25 16:00:51
149,40,3,17,2023-05-28 06:18:29
150,54,17,3,2023-10-26 02:35:48
151,26,3,18,2023-12-23 03:11:59
152,14,18,3,2023-05-23 22:57:05
153,73,3,19,2023-05-16 10:15:50
154,42,19,3,2023-07-24 12:47:22
155,63,3,20,2023-11-26 14:11:37
156,51,20,3,2023-04-05 17:24:39
157,1,3,21,2023-02-02 03:07:43
158,72,21,3,2023-05-08 03:39:25
159,2,3,22,2023-05-01 22:07:28
160,73,22,3,2023-12-26 21:14:39
161,11,3,23,2023-02-07 21:21:50
162,93,23,3,2023-02-05 21:33:19
163,97,3,24,2023-06-21 15:17:37
164,10,24,3,2023-05-05 16:12:57
165,7,3,25,2023-05-27 07:21:06
166,57,25,3,2023-02-15 11:42:20
167,6,3,26,2023-07-07 15:24:01
168,2,26,3,2023-04-07 09:10:28
169,7,3,27,2023-04-20 22:02:53
170,17,27,3,2023-06-08 19:10:10
171,93,3,28,2023-06-13 06:23:44
172,17,28,3,2023-11-12 17:23:35
173,61,3,29,2023-06-22 17:16:42
174,9,29,3,2023-12-18 06:50:11
175,50,3,30,2023-02-05 22:47:25
176,69,30,3,2023-10-24 11:18:50
177,29,3,31,2023-12-25 01:08:25
178,32,31,3,2023-01-11 01:35:44
179,6,3,32,2023-10-26 02:25:22
180,87,32,3,2023-06-21 01:43:41
181,49,4,5,2023-07-23 05:54:18
182,59,5,4,2023-01-08 22:26:24
183,21,4,6,2023-05-02 00:08:04
184,3,6,4,2023-03-24 01:26:43
185,4,4,7,2023-12-22 03:41:02
186,68,7,4,2023-07-25 12:24:50
187,80,4,8,2023-09-27 22:08:08
188,94,8,4,2023-12-23 20:47:59
189,50,4,9,2023-08-29 19:07:50
190,20,9,4,2023-08-09 07:46:54
191,42,4,10,2023-02-19 01:20:43
192,34,10,4,2023-09-16 19:47:28
193,5,4,11,2023-05-15 04:16:53
194,47,11,4,2023-09-24 20:26:56
195,30,4,12,2023-12-16 20:23:44
196,52,12,4,2023-04-14 01:54:52
197,6,4,13,2023-02-12 03:37:03
198,76,13,4,2023-11-01 11:36:18
199,58,4,14,2023-08-23 09:01:58
200,91,14,4,2023-08-15 13:35:23
201,8,4,15,2023-06-26 09:40:12
202,80,15,4,2023-03-31 20:02:06
203,1,4,16,2023-12-23 05:03:16
204,28,16,4,2023-02-10 17:08:19
205,72,4,17,2023-08-01 16:28:27
206,54,17,4,2023-05-16 20:35:35
207,84,4,18,2023-09-06 22:00:26
208,47,18,4,2023-02-18 22:16:28
209,80,4,19,2023-05-31 06:55:07
210,50,19,4,2023-10-22 07:55:21
211,87,4,20,2023-06-14 01:50:22
212,39,20,4,2023-12-04 17:25:55
213,94,4,21,2023-04-02 01:13:53
214,4,21,4,2023-10-24 09:53:09
215,58,4,22,2023-09-23 22:19:43
216,1,22,4,2023-07-30 01:26:32
217,62,4,23,2023-12-24 09:35:11
218,67,23,4,2023-07-30 01:47:17
219,36,4,24,2023-09-14 21:28:31
220,29,24,4,2023-07-31 05:37:11
221,48,4,25,2023-11-25 03:21:37
222,56,25,4,2023-09-02 07:16:17
223,27,4,26,2023-08-03 05:27:46
224,10,26,4,2023-11-13 08:09:10
225,61,4,27,2023-02-25 13:02:07
226,56,27,4,2023-04-11 05:08:15
227,93,4,28,2023-08-05 04:11:25
228,49,28,4,2023-11-28 16:36:47
229,95,4,29,2023-08-29 20:17:26
230,22,29,4,2023-09-18 09:16:03
231,66,4,30,2023-03-28 12:54:36
232,76,30,4,2023-02-21 23:04:32
233,9,4,31,2023-12-31 03:15:28
234,24,31,4,2023-06-07 19:26:21
235,13,4,32,2023-09-15 20:14:16
236,1,32,4,2023-11-28 12:08:45
237,35,5,6,2023-04-04 11:21:46
238,92,6,5,2023-04-19 22:02:29
239,74,5,7,2023-11-26 15:13:41
240,60,7,5,2023-10-15 03:27:21
241,77,5,8,2023-06-18 15:17:48
242,62,8,5,2023-09-22 10:33:20
243,95,5,9,2023-05-14 02:52:42
244,82,9,5,2023-11-29 22:29:30
245,85,5,10,2023-02-15 18:06:42
246,71,10,5,2023-11-03 02:56:10
247,82,5,11,2023-03-13 02:36:40
248,75,11,5,2023-01-02 05:48:58
249,10,5,12,2023-09-29 21:57:09
250,41,12,5,2023-02-27 12:39:14
251,78,5,13,2023-01-31 03:09:21
252,72,13,5,2023-01-25 23:41:55
253,74,5,14,2023-04-30 15:20:13
254,54,14,5,2023-09-23 17:57:59
255,28,5,15,2023-09-17 22:48:49
256,13,15,5,2023-11-23 21:34:12
257,67,5,16,2023-11-14 13:24:43
258,11,16,5,2023-07-13 00:03:57
259,96,5,17,2023-03-02 14:26:21
260,76,17,5,2023-09-27 03:47:06
261,66,5,18,2023-09-04 17:56:01
262,31,18,5,2023-09-18 14:18:55
263,89,5,19,2023-05-03 06:21:29
264,3,19,5,2023-05-31 10:07:41
265,2,5,20,2023-05-19 12:52:34
266,77,20,5,2023-06-11 13:52:46
267,58,5,21,2023-05-23 13:04:24
268,98,21,5,2023-05-01 19:51:22
269,19,5,22,2023-04-24 07:16:51
270,17,22,5,2023-08-17 00:43:57
271,81,5,23,2023-10-10 10:09:46
272,50,23,5,2023-08-09 05:44:40
273,11,5,24,2023-10-06 13:10:35
274,53,24,5,2023-06-04 03:57:33
275,33,5,25,2023-12-13 03:59:33
276,54,25,5,2023-04-11 00:30:05
277,24,5,26,2023-03-08 02:28:12
278,29,26,5,2023-10-11 11:42:47
279,25,5,27,2023-01-08 11:38:58
280,87,27,5,2023-02-10 09:24:13
281,75,5,28,2023-12-06 23:53:17
282,53,28,5,2023-01-20 15:26:44
283,26,5,29,2023-08-27 00:00:51
284,29,29,5,2023-03-07 23:10:03
285,48,5,30,2023-01-21 22:20:32
286,27,30,5,2023-08-15 22:41:19
287,56,5,31,2023-12-07 14:19:57
288,48,31,5,2023-01-28 23:15:13
289,86,5,32,2023-12-12 03:17:12
290,37,32,5,2023-04-24 08:14:40
291,36,6,7,2023-08-01 19:31:25
292,3,7,6,2023-04-18 01:42:32
293,69,6,8,2023-09-05 03:12:08
294,83,8,6,2023-11-24 06:51:21
295,43,6,9,2023-12-26 12:05:07
296,9,9,6,2023-06-28 06:51:43
297,23,6,10,2023-11-27 00:13:11
298,23,10,6,2023-10-10 01:59:28
299,13,6,11,2023-03-26 07:24:05
300,22,11,6,2023-04-07 13:37:29
301,1,6,12,2023-01-15 15:30:34
302,4,12,6,2023-09-15 15:33:12
303,100,6,13,2023-10-08 05:10:43
304,53,13,6,2023-12-22 04:08:49
305,9,6,14,2023-02-08 13:18:25
306,57,14,6,2023-07-25 01:32:12
307,91,6,15,2023-06-14 13:17:11
308,35,15,6,2023-05-30 22:14:04
309,23,6,16,2023-03-06 15:10:39
310,28,16,6,2023-08-19 10:16:44
311,40,6,17,2023-09-16 19:02:58
312,87,17,6,2023-02-27 17:03:08
313,23,6,18,2023-10-12 08:42:10
314,8,18,6,2023-10-08 16:19:37
315,67,6,19,2023-02-24 22:44:12
316,26,19,6,2023-08-10 14:49:51
317,17,6,20,2023-08-09 16:54:33
318,59,20,6,2023-04-05 23:20:22
319,34,6,21,2023-08-18 05:24:52
320,48,21,6,2023-12-13 18:23:52
321,49,6,22,2023-01-09 11:51:53
322,73,22,6,2023-06-13 06:38:26
323,6,6,23,2023-10-13 14:10:20
324,70,23,6,2023-09-24 08:27:51
325,92,6,24,2023-06-29 14:03:21
326,69,24,6,2023-01-15 12:18:21
327,68,6,25,2023-10-09 02:03:16
328,1,25,6,2023-06-02 01:51:28
329,23,6,26,2023-05-13 06:05:13
330,3,26,6,2023-03-27 21:49:39
331,63,6,27,2023-08-01 00:08:07
332,36,27,6,2023-09-17 11:25:08
333,31,6,28,2023-12-23 04:00:16
334,28,28,6,2023-01-10 02:25:01
335,98,6,29,2023-07-29 22:32:21
336,58,29,6,2023-05-05 09:56:26
337,16,6,30,2023-06-08 04:00:07
338,29,30,6,2023-03-12 19:12:31
339,60,6,31,2023-01-23 06:16:09
340,8,31,6,2023-08-04 11:55:21
341,80,6,32,2023-09-24 06:08:16
342,99,32,6,2023-11-25 23:05:44
343,20,7,8,2023-01-29 07:07:41
344,25,8,7,2023-01-25 04:26:42
345,85,7,9,2023-02-08 07:54:35
346,79,9,7,2023-04-25 09:32:40
347,35,7,10,2023-01-11 13:45:50
348,9,10,7,2023-03-18 11:37:04
349,18,7,11,2023-07-21 07:01:58
350,4,11,7,2023-08-25 11:59:20
351,55,7,12,2023-06-26 09:33:03
352,47,12,7,2023-04-01 08:34:09
353,73,7,13,2023-08-11 13:54:58
354,9,13,7,2023-05-08 00:41:25
355,44,7,14,2023-10-09 18:57:53
356,62,14,7,2023-04-20 05:43:47
357,69,7,15,2023-02-27 22:55:39
358,63,15,7,2023-12-26 11:44:00
359,94,7,16,2023-01-28 21:16:58
360,54,16,7,2023-11-02 06:29:44
361,38,7,17,2023-07-26 14:27:55
362,8,17,7,2023-01-09 14:10:43
363,45,7,18,2023-05-26 10:36:02
364,50,18,7,2023-12-14 02:12:22
365,54,7,19,2023-04-29 00:46:40
366,3,19,7,2023-11-04 21:13:33
367,10,7,20,2023-05-22 09:16:31
368,47,20,7,2023-08-28 22:36:14
369,93,7,21,2023-02-10 07:19:27
370,82,21,7,2023-09-14 05:28:14
371,19,7,22,2023-06-28 02:31:51
372,75,22,7,2023-09-22 17:15:51
373,21,7,23,2023-01-20 05:45:37
374,69,23,7,2023-12-13 09:40:56
375,72,7,24,2023-01-22 22:46:57
376,27,24,7,2023-11-18 09:24:19
377,42,7,25,2023-09-08 06:00:20
378,39,25,7,2023-09-23 04:01:21
379,11,7,26,2023-10-10 00:35:31
380,89,26,7,2023-12-10 06:09:41
381,89,7,27,2023-08-17 09:37:57
382,86,27,7,2023-02-08 10:10:53
383,40,7,28,2023-09-24 06:36:22
384,4,28,7,2023-07-01 02:34:34
385,28,7,29,2023-07-05 21:01:26
386,31,29,7,2023-08-23 22:46:04
387,76,7,30,2023-06-08 04:02:46
388,63,30,7,2023-12-24 09:52:22
389,55,7,31,2023-03-24 17:44:34
390,35,31,7,2023-11-19 03:07:44
391,20,7,32,2023-05-06 01:24:07
392,15,32,7,2023-04-20 02:23:45
393,48,8,9,2023-01-11 15:32:21
394,6,9,8,2023-05-14 00:14:23
395,11,8,10,2023-03-23 11:02:02
396,74,10,8,2023-01-20 21:21:54
397,32,8,11,2023-12-30 09:28:57
398,14,11,8,2023-04-04 03:59:40
399,10,8,12,2023-06-04 18:44:10
400,64,12,8,2023-05-18 07:02:16
401,84,8,13,2023-04-09 00:55:09
402,56,13,8,2023-12-27 01:36:36
403,31,8,14,2023-06-10 06:40:24
404,19,14,8,2023-06-18 03:35:27
405,34,8,15,2023-08-01 10:45:16
406,66,15,8,2023-01-24 06:57:11
407,10,8,16,2023-01-24 20:10:15
408,65,16,8,2023-02-04 17:44:45
409,31,8,17,2023-01-21 13:53:33
410,25,17,8,2023-05-10 22:36:41
411,61,8,18,2023-01-01 16:04:09
412,67,18,8,2023-07-06 04:07:53
413,34,8,19,2023-07-23 18:13:46
414,23,19,8,2023-06-07 11:52:49
415,24,8,20,2023-09-09 21:43:57
416,12,20,8,2023-02-01 12:54:18
417,98,8,21,2023-10-05 21:29:23
418,70,21,8,2023-01-05 15:53:30
419,62,8,22,2023-06-28 16:04:17
420,24,22,8,2023-02-27 04:13:08
421,88,8,23,2023-10-24 08:34:47
422,23,23,8,2023-06-13 21:31:25
423,55,8,24,2023-01-28 21:37:58
424,55,24,8,2023-04-09 11:32:48
425,74,8,25,2023-04-16 02:52:58
426,56,25,8,2023-06-11 00:26:06
427,27,8,26,2023-08-15 06:05:26
428,48,26,8,2023-09-17 15:28:46
429,30,8,27,2023-12-30 16:10:17
430,16,27,8,2023-11-13 10:13:59
431,45,8,28,2023-11-20 19:57:34
432,57,28,8,2023-02-21 13:12:20
433,20,8,29,2023-07-26 09:03:49
434,90,29,8,2023-12-10 09:48:11
435,73,8,30,2023-01-27 09:59:56
436,13,30,8,2023-05-17 01:49:28
437,38,8,31,2023-05-17 02:22:33
438,51,31,8,2023-04-11 22:06:03
439,85,8,32,2023-06-17 13:44:33
440,50,32,8,2023-04-18 02:50:56
441,50,9,10,2023-06-13 09:59:08
442,25,10,9,2023-06-30 05:42:34
443,74,9,11,2023-02-27 06:57:14
444,25,11,9,2023-02-13 05:24:02
445,14,9,12,2023-11-14 15:51:14
446,39,12,9,2023-01-14 16:38:05
447,46,9,13,2023-02-24 19:27:16
448,7,13,9,2023-06-19 08:57:48
449,11,9,14,2023-07-19 14:05:13
450,99,14,9,2023-01-05 01:00:35
451,40,9,15,2023-03-09 01:44:33
452,24,15,9,2023-09-24 18:57:48
453,86,9,16,2023-04-25 18:09:30
454,76,16,9,2023-11-26 10:12:44
455,66,9,17,2023-01-17 18:56:52
456,34,17,9,2023-09-07 11:49:36
457,87,9,18,2023-11-24 03:21:43
458,87,18,9,2023-07-14 19:40:45
459,72,9,19,2023-06-27 00:10:43
460,54,19,9,2023-07-30 02:36:39
461,67,9,20,2023-01-06 14:52:02
462,8,20,9,2023-01-21 16:34:01
463,98,9,21,2023-07-25 20:51:35
464,23,21,9,2023-03-11 20:01:57
465,9,9,22,2023-10-11 06:59:08
466,74,22,9,2023-12-15 17:46:37
467,40,9,23,2023-12-27 14:09:14
468,12,23,9,2023-10-20 10:11:41
469,13,9,24,2023-03-10 01:53:49
470,2,24,9,2023-01-12 15:50:20
471,29,9,25,2023-06-04 05:12:00
472,93,25,9,2023-11-03 15:47:15
473,38,9,26,2023-04-20 15:23:13
474,25,26,9,2023-07-13 06:12:50
475,74,9,27,2023-10-23 04:03:49
476,53,27,9,2023-08-28 11:39:14
477,100,9,28,2023-12-19 02:55:41
478,1,28,9,2023-03-17 02:51:07
479,24,9,29,2023-01-12 23:41:49
480,52,29,9,2023-10-29 13:07:13
481,91,9,30,2023-03-16 02:40:26
482,76,30,9,2023-05-09 13:31:40
483,13,9,31,2023-08-03 16:09:12
484,46,31,9,2023-12-15 07:20:04
485,76,9,32,2023-01-18 01:04:02
486,16,32,9,2023-09-21 10:07:36
487,73,10,11,2023-02-09 16:32:49
488,100,11,10,2023-07-24 03:31:23
489,28,10,12,2023-05-07 21:38:21
490,96,12,10,2023-02-08 19:55:41
491,62,10,13,2023-03-23 22:45:03
492,38,13,10,2023-03-20 03:01:59
493,9,10,14,2023-12-20 16:43:07
494,39,14,10,2023-03-25 06:54:39
495,10,10,15,2023-08-11 22:55:24
496,80,15,10,2023-10-08 13:33:27
497,47,10,16,2023-07-03 21:04:49
498,87,16,10,2023-06-04 14:37:02
499,11,10,17,2023-02-16 13:56:23
500,64,17,10,2023-11-05 00:54:24
501,9,10,18,2023-04-29 21:03:22
502,30,18,10,2023-03-04 21:24:06
503,66,10,19,2023-08-06 10:18:05
504,10,19,10,2023-01-15 09:33:09
505,19,10,20,2023-11-23 05:11:04
506,69,20,10,2023-01-26 09:37:55
507,57,10,21,2023-01-17 20:41:05
508,85,21,10,2023-12-26 03:17:04
509,34,10,22,2023-08-28 07:43:25
510,62,22,10,2023-02-21 12:04:31
511,89,10,23,2023-05-24 12:05:26
512,73,23,10,2023-08-05 22:31:29
513,55,10,24,2023-10-26 00:56:37
514,28,24,10,2023-05-13 20:52:45
515,76,10,25,2023-11-10 11:35:25
516,38,25,10,2023-12-25 02:40:46
517,91,10,26,2023-11-29 17:49:30
518,48,26,10,2023-04-14 09:03:41
519,14,10,27,2023-01-31 19:09:57
520,61,27,10,2023-08-26 23:15:03
521,83,10,28,2023-05-23 01:55:35
522,75,28,10,2023-01-05 22:21:42
523,85,10,29,2023-07-22 17:57:56
524,64,29,10,2023-07-10 05:20:50
525,34,10,30,2023-06-15 01:37:41
526,10,30,10,2023-08-09 10:43:23
527,46,10,31,2023-11-19 02:10:39
528,79,31,10,2023-08-30 11:15:44
529,72,10,32,2023-04-23 06:03:13
530,65,32,10,2023-10-28 01:11:00
531,80,11,12,2023-11-23 23:57:27
532,54,12,11,2023-08-12 22:46:12
533,66,11,13,2023-11-02 16:53:15
534,95,13,11,2023-10-02 01:36:39
535,22,11,14,2023-08-25 04:13:56
536,25,14,11,2023-09-08 18:47:29
537,76,11,15,2023-06-21 22:55:02
538,14,15,11,2023-08-27 07:15:34
539,66,11,16,2023-04-17 03:16:16
540,46,16,11,2023-09-25 12:21:55
541,84,11,17,2023-03-27 13:18:25
542,80,17,11,2023-11-14 21:30:23
543,45,11,18,2023-04-03 15:52:34
544,74,18,11,2023-08-31 20:23:44
545,16,11,19,2023-11-29 17:57:10
546,5,19,11,2023-05-08 05:50:57
547,99,11,20,2023-12-23 05:53:29
548,21,20,11,2023-07-11 22:06:30
549,36,11,21,2023-09-14 16:22:07
550,33,21,11,2023-04-02 16:18:03
551,43,11,22,2023-11-09 12:40:35
552,55,22,11,2023-05-14 00:07:20
553,97,11,23,2023-06-28 15:15:00
554,32,23,11,2023-11-23 00:14:10
555,75,11,24,2023-07-14 21:27:34
556,37,24,11,2023-03-16 21:49:54
557,28,11,25,2023-04-04 02:45:51
558,41,25,11,2023-12-23 03:38:24
559,30,11,26,2023-10-09 08:28:03
560,53,26,11,2023-05-08 16:23:06
561,25,11,27,2023-04-06 07:32:41
562,69,27,11,2023-12-04 23:57:43
563,23,11,28,2023-06-08 08:45:47
564,67,28,11,2023-08-15 11:48:30
565,97,11,29,2023-12-30 01:16:12
566,41,29,11,2023-07-26 19:49:34
567,44,11,30,2023-09-01 08:00:11
568,67,30,11,2023-01-07 02:10:32
569,22,11,31,2023-02-06 00:00:43
570,90,31,11,2023-01-17 18:16:09
571,49,11,32,2023-05-10 07:59:19
572,1,32,11,2023-10-28 04:24:50
573,1,12,13,2023-05-05 21:54:20
574,67,13,12,2023-02-11 16:38:02
575,65,12,14,2023-10-04 21:04:46
576,12,14,12,2023-01-21 19:55:42
577,4,12,15,2023-09-20 00:10:52
578,88,15,12,2023-01-30 01:44:54
579,57,12,16,2023-04-30 05:58:45
580,81,16,12,2023-06-02 21:29:45
581,12,12,17,2023-02-06 19:40:35
582,81,17,12,2023-04-11 12:27:27
583,51,12,18,2023-09-27 02:29:36
584,12,18,12,2023-09-28 16:52:53
585,51,12,19,2023-05-07 08:19:21
586,5,19,12,2023-08-01 09:09:54
587,23,12,20,2023-10-21 05:08:40
588,6,20,12,2023-07-31 11:03:26
589,78,12,21,2023-05-15 16:39:17
590,84,21,12,2023-04-26 12:25:40
591,53,12,22,2023-11-16 17:58:16
592,76,22,12,2023-01-23 04:02:13
593,49,12,23,2023-04-09 06:46:00
594,68,23,12,2023-09-20 01:40:43
595,73,12,24,2023-04-18 07:43:04
596,52,24,12,2023-05-10 13:38:28
597,79,12,25,2023-09-11 05:47:31
598,89,25,12,2023-05-26 17:14:19
599,21,12,26,2023-07-29 20:33:52
600,53,26,12,2023-07-23 15:13:34
601,38,12,27,2023-01-27 00:19:37
602,67,27,12,2023-03-11 16:23:25
603,28,12,28,2023-07-26 14:59:48
604,96,28,12,2023-04-23 02:23:53
605,29,12,29,2023-04-23 06:07:56
606,81,29,12,2023-11-10 04:49:34
607,27,12,30,2023-08-29 17:42:00
608,47,30,12,2023-11-10 00:21:45
609,1,12,31,2023-11-12 07:32:01
610,10,31,12,2023-04-08 15:42:12
611,7,12,32,2023-03-10 03:50:41
612,77,32,12,2023-08-15 13:51:01
613,57,13,14,2023-10-05 10:59:20
614,38,14,13,2023-11-21 05:51:21
615,15,13,15,2023-09-30 05:58:36
616,91,15,13,2023-08-24 19:17:48
617,70,13,16,2023-12-10 01:44:25
618,79,16,13,2023-12-10 22:44:06
619,74,13,17,2023-01-18 05:19:09
620,18,17,13,2023-08-31 05:42:49
621,57,13,18,2023-08-28 20:45:30
622,62,18,13,2023-10-22 06:58:34
623,80,13,19,2023-02-21 06:29:41
624,70,19,13,2023-04-22 05:30:08
625,42,13,20,2023-05-22 22:24:54
626,2,20,13,2023-06-28 17:13:16
627,7,13,21,2023-08-12 08:29:47
628,86,21,13,2023-05-25 22:22:08
629,6,13,22,2023-05-29 02:53:48
630,24,22,13,2023-02-01 07:16:50
631,2,13,23,2023-05-20 03:46:36
632,100,23,13,2023-03-18 02:39:03
633,94,13,24,2023-05-06 20:25:01
634,92,24,13,2023-06-19 16:53:06
635,91,13,25,2023-08-30 20:38:00
636,92,25,13,2023-12-06 06:02:49
637,3,13,26,2023-09-30 16:32:46
638,25,26,13,2023-06-07 20:47:40
639,33,13,27,2023-05-21 14:53:32
640,84,27,13,2023-09-24 05:26:02
641,69,13,28,2023-10-22 00:50:13
642,87,28,13,2023-03-05 18:37:40
643,25,13,29,2023-02-26 10:27:38
644,1,29,13,2023-05-09 16:35:44
645,22,13,30,2023-09-09 07:11:11
646,52,30,13,2023-07-01 11:17:53
647,100,13,31,2023-02-27 12:50:19
648,3,31,13,2023-02-24 03:00:57
649,100,13,32,2023-11-22 08:48:27
650,82,32,13,2023-05-25 20:39:22
651,29,14,15,2023-01-13 18:56:33
652,22,15,14,2023-08-31 14:23:00
653,77,14,16,2023-05-03 13:44:54
654,58,16,14,2023-08-17 11:16:22
655,91,14,17,2023-05-28 05:32:04
656,52,17,14,2023-01-24 00:15:53
657,22,14,18,2023-04-03 22:50:32
658,25,18,14,2023-07-05 04:43:43
659,66,14,19,2023-03-10 15:58:30
660,59,19,14,2023-11-10 00:22:19
661,22,14,20,2023-04-02 13:03:38
662,11,20,14,2023-01-18 00:50:23
663,91,14,21,2023-09-20 19:00:06
664,1,21,14,2023-07-27 07:59:51
665,63,14,22,2023-08-25 11:26:53
666,97,22,14,2023-08-08 14:56:08
