99,7994348.23,2016-02-18,2033-08-19
910,6399792.71,2017-02-21,2024-12-20
911,1716161.27,2020-09-01,2022-10-28
912,14968067.05,2019-01-16,2022-09-17
913,4224221.15,2023-01-25,2024-06-11
914,4803331.44,2020-06-30,2030-10-27
915,15493156.0,2018-04-30,2023-03-22
101,8539842.13,2017-03-27,2031-09-23
102,16428764.01,2020-05-22,2021-05-21
103,5636827.72,2019-09-27,2023-10-12
104,17652836.39,2014-01-14,2014-02-28
105,7968618.55,2013-12-13,2029-01-06
106,13489572.3,2020-01-13,2029-01-25
107,4659917.9,2021-11-04,2031-01-16
108,8541422.65,2019-04-19,2030-06-08
109,14862072.0,2022-07-28,2032-08-18
1010,13310337.68,2015-06-22,2018-05-21
1011,14454865.96,2021-08-17,2032-03-01
1012,2476713.29,2019-01-01,2019-03-01
1013,4719381.38,2014-02-10,2031-12-09
1014,18489643.75,2022-12-17,2023-09-01
1015,5219924.23,2023-03-11,2029-04-17
111,7642963.34,2015-03-10,2024-06-13
112,5630334.14,2019-04-10,2028-07-27
113,11606194.92,2022-02-25,2030-08-01
114,16967564.19,2015-10-26,2023-04-10
115,9702135.9,2022-07-18,2022-08-11
116,12334180.32,2021-02-11,2027-02-14
117,7699211.37,2015-10-05,2018-12-30
118,6340367.69,2019-03-29,2030-08-11
119,10847418.46,2020-06-15,2023-02-02
1110,3903443.64,2015-10-12,2024-07-31
1111,10031321.64,2019-10-18,2025-06-01
1112,14822403.99,2019-08-04,2032-09-18
1113,10660322.4,2020-01-19,2024-01-04
1114,12579207.96,2016-10-18,2022-04-26
1115,13223692.65,2014-07-08,2027-08-06
121,8193911.58,2023-10-09,2024-02-25
122,2413528.43,2019-10-29,2031-05-18
123,14939811.86,2020-08-01,2022-04-15
124,12382160.84,2023-02-21,2033-01-27
125,16103628.16,2022-02-24,2031-10-02
126,8128298.47,2014-11-06,2031-07-30
127,19855543.38,2015-09-06,2023-05-23
128,709759.29,2015-09-03,2017-06-12
129,10726231.93,2017-12-15,2028-12-04
1210,11334673.55,2017-03-26,2032-04-30
1211,9810434.08,2022-10-23,2031-03-02
1212,4167240.85,2018-11-28,2025-03-11
1213,5517137.97,2015-10-10,2028-10-30
1214,17813155.42,2016-05-06,2020-11-25
1215,5881684.44,2019-11-26,2032-03-24
131,4898669.17,2021-08-18,2033-07-24
132,2165629.74,2013-11-30,2020-10-06
133,17332719.66,2023-03-19,2025-10-06
134,11614885.77,2023-01-07,2030-08-07
135,10068016.63,2020-03-22,2031-04-14
136,765989.4,2022-10-09,2031-08-14
137,16408505.37,2017-11-29,2033-07-19
138,5220948.22,2019-01-17,2027-01-11
139,16533062.22,2016-04-19,2030-04-29
1310,3290395.5,2017-01-17,2024-03-03
1311,11491480.49,2017-05-15,2023-08-23
1312,13709505.18,2022-02-17,2031-10-23
1313,7172267.86,2023-08-23,2033-05-09
1314,9659068.89,2019-11-07,2030-09-24
1315,11786746.59,2023-04-13,2031-08-28
141,18267901.29,2017-02-03,2019-11-25
142,10219502.53,2014-07-29,2021-04-30
143,10154756.96,2014-04-11,2033-07-29
144,10317231.47,2022-01-30,2033-09-30
145,10224709.35,2019-05-06,2023-04-08
146,19744831.86,2019-01-11,2022-09-03
147,11799996.82,2019-05-27,2023-08-16
148,11750849.77,2022-06-25,2029-07-08
149,3063181.97,2022-08-10,2026-06-15
1410,3605417.79,2016-05-10,2020-08-05
1411,3230891.44,2022-10-10,2024-03-01
1412,9302090.46,2017-03-10,2027-09-17
1413,12763303.19,2016-06-16,2024-10-12
1414,4496967.41,2015-10-30,2027-02-04
1415,6658164.32,2022-04-17,2032-11-08
151,15400352.23,2016-08-05,2018-04-07
152,17167776.38,2015-03-07,2017-11-17
153,7797393.99,2015-02-11,2024-05-12
154,17357894.34,2019-04-13,2027-12-20
155,18497202.48,2021-09-21,2028-10-02
156,11167111.56,2017-08-10,2023-02-24
157,4414114.79,2015-04-25,2023-10-27
158,15717466.16,2019-10-19,2030-04-08
159,7263216.54,2020-09-21,2021-12-29
1510,14519463.58,2017-03-10,2020-05-11
1511,1639877.88,2019-08-14,2025-10-14
1512,16316071.33,2014-05-11,2022-01-21
1513,9346441.82,2020-02-17,2026-08-02
1514,10260529.15,2017-02-03,2029-09-27
1515,6887976.02,2019-09-23,2021-04-26
161,8489657.39,2018-10-18,2032-06-08
162,16749525.62,2018-11-23,2029-09-10
163,14328752.49,2018-07-24,2028-09-24
164,9626228.81,2018-04-17,2031-05-17
165,1291884.26,2016-01-13,2016-01-22
166,11125093.73,2023-09-08,2033-11-05
167,12592878.85,2021-02-20,2029-07-10
168,9303757.38,2021-09-29,2023-08-11
169,14460379.75,2015-10-28,2031-01-27
1610,18317080.11,2018-03-28,2021-07-25
1611,9307651.26,2022-09-28,2027-08-20
1612,4883956.05,2016-11-13,2033-04-26
1613,18751611.43,2018-08-21,2032-01-21
1614,14700258.87,2021-06-07,2032-02-12
1615,515733.11,2017-02-01,2031-06-15
171,7547151.54,2014-09-02,2024-03-02
172,13757323.48,2023-10-07,2024-07-13
173,949300.15,2023-03-10,2023-06-08
174,17736695.14,2013-11-24,2022-09-03
175,7122762.17,2022-09-13,2026-07-16
176,8376669.08,2014-04-17,2024-01-10
177,18993902.78,2014-11-19,2022-02-25
178,18270377.45,2015-09-29,2018-02-21
179,6356046.26,2018-02-20,2031-02-04
1710,10273928.37,2022-09-04,2027-04-24
1711,8024995.95,2019-04-18,2028-04-20
1712,12018158.69,2017-04-28,2032-12-18
1713,3773797.19,2023-03-01,2030-02-24
1714,15742471.71,2020-04-04,2032-10-20
1715,13502933.97,2019-06-10,2021-09-05
181,19745555.2,2023-01-01,2032-05-18
182,2598836.59,2017-09-26,2026-04-17
183,11612880.01,2014-09-14,2020-12-22
184,16909013.4,2015-02-28,2031-02-08
185,7838593.09,2023-08-12,2024-04-24
186,5544019.54,2017-12-30,2026-04-05
187,5578165.18,2018-03-26,2023-08-14
188,12543545.97,2017-10-31,2026-09-30
189,17505358.43,2014-06-07,2022-07-12
1810,8567144.74,2022-11-21,2030-03-06
1811,5993382.22,2021-06-02,2024-05-12
1812,11154187.13,2017-02-01,2018-08-11
1813,18782399.24,2018-07-21,2019-01-29
1814,19168466.62,2017-05-01,2018-02-18
1815,19669134.47,2019-03-04,2020-09-02
191,4428698.84,2020-01-02,2022-06-21
192,16152513.78,2014-04-07,2017-11-30
193,4498370.23,2019-10-09,2019-12-02
194,18995377.62,2014-07-11,2018-03-17
195,18238030.6,2019-12-09,2021-10-11
196,5813532.31,2017-04-17,2022-09-08
197,9865749.86,2014-10-27,2030-11-12
198,1221949.48,2017-09-10,2024-05-26
199,19754470.23,2021-12-18,2033-04-26
1910,13268793.38,2015-06-08,2028-09-22
1911,3137946.98,2015-01-26,2017-04-17
1912,12924194.81,2013-12-16,2017-06-16
1913,7814052.16,2022-06-26,2023-06-09
1914,14679136.11,2016-02-29,2016-07-20
1915,1350717.12,2016-10-31,2021-05-02
201,620202.75,2023-03-09,2031-08-19
202,3165942.8,2017-04-02,2018-11-23
203,13714565.21,2016-04-20,2030-12-07
204,5148699.86,2014-08-21,2033-08-09
205,8081856.24,2019-04-28,2028-05-13
206,12333279.24,2014-10-11,2017-08-18
207,17288331.7,2022-03-28,2026-12-04
208,11483259.82,2016-05-25,2024-08-19
209,4164539.59,2023-02-22,2027-04-28
2010,18674438.52,2023-09-23,2032-12-21
2011,14310128.87,2022-07-12,2025-12-27
2012,16525086.68,2016-11-01,2029-12-05
2013,16383306.21,2015-07-10,2022-09-07
2014,2717835.88,2019-03-10,2032-05-07
2015,3201670.0,2014-09-25,2018-10-19
211,7924270.73,2019-12-17,2033-01-21
212,3802841.53,2023-03-26,2032-12-30
213,11542003.51,2019-09-21,2021-11-10
214,7465408.85,2020-06-10,2024-06-01
215,6005636.32,2020-06-14,2027-12-19
216,1564755.39,2016-11-28,2029-11-26
217,2342364.57,2022-10-14,2032-05-17
218,12780464.4,2021-11-23,2028-08-05
219,17730443.13,2022-03-11,2030-12-13
2110,10938856.45,2023-11-02,2024-05-01
2111,13402333.47,2016-12-19,2021-09-25
2112,2209609.79,2022-03-26,2028-01-05
2113,16449886.18,2016-09-14,2022-11-13
2114,17203090.52,2022-04-29,2026-04-29
2115,7178511.64,2016-03-18,2028-10-31
221,11287026.8,2018-10-20,2018-12-16
222,19143803.97,2020-02-25,2028-10-25
223,12903514.77,2019-07-15,2029-12-27
224,7904554.75,2022-04-11,2023-03-14
225,4274090.64,2021-07-23,2026-11-27
226,15775542.51,2016-11-29,2030-04-28
227,16784149.58,2023-07-26,2024-08-04
228,2062628.06,2021-01-06,2023-06-30
229,17234058.01,2020-04-01,2027-10-04
2210,13572353.85,2016-08-12,2026-01-09
2211,10234599.0,2022-12-24,2030-04-17
2212,15998934.19,2021-04-23,2021-09-11
2213,6041500.62,2021-06-15,2028-02-28
2214,18230617.22,2020-11-28,2023-07-02
2215,7242708.8,2021-07-03,2027-01-06
231,19059199.13,2018-09-03,2028-02-24
232,1512463.02,2020-07-20,2022-02-09
233,3071786.99,2016-02-11,2018-12-14
234,1054420.27,2015-12-13,2031-11-23
235,9503253.99,2016-07-25,2020-08-17
236,12838246.0,2022-05-26,2023-10-09
237,17826003.34,2019-02-26,2019-04-03
238,3240461.4,2016-06-09,2022-09-13
239,9443199.84,2018-05-26,2027-10-23
2310,8505238.47,2018-09-12,2025-12-14
2311,17661224.25,2019-01-11,2027-05-18
2312,9683415.64,2021-06-25,2025-02-26
2313,13677186.78,2018-06-18,2020-05-29
2314,4892859.7,2015-04-07,2022-08-06
2315,15026606.32,2019-11-21,2021-02-01
241,18023248.91,2017-02-19,2028-09-09
242,15192390.55,2023-10-29,2030-01-31
243,14194510.48,2022-07-20,2025-04-19
244,526270.56,2022-10-10,2031-09-16
245,3133034.07,2016-03-04,2018-01-07
246,14095443.29,2017-10-18,2018-12-21
247,603498.81,2022-04-05,2027-01-17
248,15287131.82,2018-06-29,2022-08-20
249,17195014.59,2015-01-20,2033-08-02
2410,4850841.37,2015-12-31,2025-07-25
2411,2852245.49,2016-09-12,2022-08-02
2412,3648090.5,2019-07-20,2027-08-09
2413,8720042.38,2014-11-13,2032-11-01
2414,14321503.0,2013-11-08,2017-06-17
2415,5780116.84,2022-10-19,2032-10-28
251,12315998.36,2021-04-14,2023-02-21
252,7508349.08,2018-03-19,2019-07-09
253,16054334.73,2014-07-19,2016-06-04
254,8797688.58,2017-09-18,2018-04-01
255,14195300.45,2019-02-11,2019-04-13
256,3480197.45,2014-07-28,2026-07-03
257,10035988.76,2014-05-27,2032-03-07
258,14339665.67,2019-09-07,2020-08-06
259,7543832.94,2020-12-15,2027-12-30
2510,12842573.29,2016-05-18,2030-01-13
2511,16908409.91,2016-09-22,2019-05-23
2512,19545581.39,2016-12-12,2033-09-16
2513,8737836.66,2021-03-24,2028-12-24
2514,10791255.71,2014-12-29,2031-10-19
2515,15259826.15,2014-07-13,2021-11-24
