217,0,14,10,2
218,0,12,2,0
219,3,0,1,1
2110,5,0,1,2
2111,3,0,9,0
2112,12,0,1,0
2113,0,8,1,0
2114,5,0,8,0
2115,0,10,6,1
221,0,16,9,0
222,0,2,9,0
223,0,5,1,2
224,3,5,5,2
225,1,5,5,0
226,1,3,2,0
227,0,11,0,0
228,0,9,2,0
229,2,0,6,0
2210,1,0,9,0
2211,4,0,1,0
2212,6,0,10,2
2213,1,5,7,1
2214,0,12,7,2
2215,0,7,5,1
231,0,10,10,1
232,1,2,0,1
233,3,3,7,1
234,2,3,7,1
235,1,4,5,0
236,0,4,6,1
237,0,17,10,1
238,0,19,8,0
239,4,0,9,2
2310,0,0,7,2
2311,4,0,10,1
2312,10,0,7,2
2313,2,5,4,1
2314,1,3,7,0
2315,0,7,4,2
241,0,20,7,0
242,3,4,2,1
243,3,2,2,2
244,2,3,9,1
245,1,2,1,2
246,0,2,1,0
247,0,19,10,0
248,0,12,9,1
249,5,0,2,2
2410,5,0,4,1
2411,2,0,1,2
2412,12,0,6,0
2413,0,5,3,0
2414,1,3,0,2
2415,2,0,9,0
251,0,20,7,2
252,0,5,2,1
253,1,3,9,2
254,1,5,4,1
255,2,3,8,0
256,2,2,5,2
257,0,18,7,1
258,0,8,9,2
259,0,0,1,0
2510,4,0,2,0
2511,4,0,6,2
2512,5,0,6,1
2513,0,0,6,0
2514,0,3,8,1
2515,0,12,5,0
261,0,11,5,2
262,2,3,4,0
263,1,4,1,2
264,0,5,1,1
265,2,5,0,0
266,2,3,1,0
267,0,17,2,1
268,0,5,9,2
269,4,0,6,1
2610,4,0,10,2
2611,2,0,2,2
2612,6,0,1,1
2613,1,0,0,2
2614,0,6,4,1
2615,2,4,1,2
271,0,15,8,1
272,1,3,5,0
273,0,2,0,2
274,0,2,2,2
275,1,2,10,2
276,1,2,2,2
277,0,14,8,0
278,0,5,8,1
279,4,0,6,2
2710,4,0,10,2
2711,1,0,10,0
2712,6,0,3,0
2713,0,2,0,0
2714,3,5,3,1
2715,3,5,10,2
281,0,9,4,0
282,0,2,4,2
283,3,2,9,1
284,1,4,1,2
285,3,5,1,2
286,2,3,2,1
287,0,14,2,2
288,0,12,1,2
289,0,0,0,0
2810,1,0,8,1
2811,3,0,2,1
2812,9,0,5,1
2813,1,4,0,1
2814,7,0,8,0
2815,5,0,0,2
291,0,18,2,2
292,0,5,3,2
293,1,4,7,0
294,1,3,1,0
295,3,4,2,1
296,1,4,6,0
297,0,13,2,2
298,0,6,6,2
299,2,0,2,2
2910,4,0,7,0
2911,3,0,5,1
2912,8,0,5,2
2913,0,0,9,1
2914,2,3,2,1
2915,0,8,2,2
301,0,6,2,1
302,2,5,7,2
303,2,4,2,0
304,1,2,5,2
305,1,2,3,2
306,3,2,8,2
307,0,15,10,0
308,0,20,4,1
309,1,0,6,1
3010,2,0,2,0
3011,0,0,8,2
3012,9,0,6,0
3013,1,3,1,0
3014,3,2,1,2
3015,1,0,4,0
311,0,15,7,2
312,3,3,8,2
313,3,3,9,2
314,2,3,6,0
315,2,5,5,1
316,3,4,3,0
317,0,12,3,2
318,0,6,3,0
319,0,0,7,1
3110,4,0,9,0
3111,0,0,3,1
3112,10,0,0,1
3113,2,5,4,2
3114,2,0,7,1
3115,4,0,10,0
321,0,12,9,1
322,1,4,4,2
323,3,5,6,1
324,0,2,9,1
325,1,5,10,1
326,1,4,9,0
327,0,11,8,1
328,0,8,9,1
329,5,0,0,0
3210,0,0,8,2
3211,4,0,5,1
3212,11,0,6,2
3213,1,2,7,2
3214,0,4,10,0
3215,3,5,4,2
